Bandleader,Orchestra,,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/2/1953,Apronte,Milonga,Roberto Morel,Pampa,?,José Anastasio,Celedonio Flores,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,1/2/1953,Berretines De Bacana,Tango,Roberto Morel,Pampa,?,Carlos Mayel,Julio Budano,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/24/1953,Sangre De Mi Sangre,Tango,Raúl Angeló,Pampa,?,Reinaldo Yiso,Juan Manuel Mañueco,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/24/1953,Un Poco Tarde,Tango,Roberto Morel,Pampa,?,Edgardo Donato,Reinaldo Yiso,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/25/1953,El Descolado,Milonga,Roberto Morel,Pampa,Tape,Roberto Morel; Carlos Mayel,Aldo Queirolo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,7/25/1953,Sábado Inglés,Tango,Instrumental,Pampa,Tape,"Juan Félix Maglio ""Pacho""",Eugenio Cárdenas,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/11/1953,T.B.C.,Tango,Roberto Morel y Raúl Angeló,Pampa,Tape,Ascanio Donato,Roberto Fontaina; Víctor Soliño,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/11/1953,Una Canción,Tango,Roberto Morel,Pampa,Tape,Aníbal Troilo,Cátulo Castillo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/27/1953,Pa'L Nene,Tango,Roberto Morel,Pampa,Tape,Edmundo Rivero,Mario Battistella,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/27/1953,Por Eso Canto Así,Tango,Raúl Angeló,Pampa,Tape,Luis Pereyra,Antonio Cantó,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/10/1954,El Pollito,Tango,Instrumental,Pampa,Tape,Francisco Canaro,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/10/1954,Qué Globera,Tango,Roberto Morel,Pampa,Tape,Edgardo Donato; Carlos Massetti; Octavio Martingano,Edgardo Donato; Carlos Massetti; Octavio Martingano,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/17/1954,Fuegos Artificiales,Tango,Instrumental,Pampa,Tape,Roberto Firpo; Eduardo Arolas,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/17/1954,Yo Nací Para Palermo,Tango,Roberto Morel,Pampa,Tape,Roberto Morel; José Anastasio,Modesto Botti,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,3/25/1955,Fue Mi Salvación,Tango,Roberto Morel,Pampa,Tape,Ascanio Donato,Alberto Cosentino,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,3/25/1955,Has Llegado,Vals,Roberto Morel,Pampa,Tape,Edgardo Donato,Elizardo Vilas,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/10/1955,El Disloque,Tango,Roberto Morel,Pampa,Tape,Edgardo Donato,Nolo López,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/10/1955,Novia De Pueblo,Tango,Roberto Morel,Pampa,Tape,Orlando Colauti,Félix Mauré,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/14/1955,Desorientado,Tango,Oscar Peralta,Pampa,Tape,Miguel Caló; Elizardo Vila; Oscar Rubens ,Miguel Caló; Elizardo Vila; Oscar Rubens ,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,12/14/1955,Volvé,Tango,Nilda Marino,Pampa,Tape,Edgardo Donato,Luis Herrera,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/16/1956,Historia De Un Amor,Tango,Oscar Peralta,Pampa,Tape,Carlos Almarán,Carlos Almarán,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,4/16/1956,Sencillo Pero Vistoso,Tango,Instrumental,Pampa,Tape,Orlando Calautti,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/21/1956,El Chupete,Tango,Instrumental,Pampa,Tape,Carlos Ricardo Gaudencio,Ángel Timarni,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,6/21/1956,Lágrimas,Tango,Oscar Peralta,Pampa,Tape,Edgardo Donato,Maruja Huergo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/24/1956,Doble Condena,Tango,Oscar Peralta,Pampa,Tape,Orlando Calautti,Félix Mauré,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/24/1956,Naranjerita,Tango,Alberto Aguirre,Pampa,Tape,Osvaldo Cordero,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,10/2/1956,Cosita Linda,Tango,Alberto Aguirre,Pampa,Tape,Edgardo Donato,Alberto Aguirre,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,10/2/1956,Manantial,Tango,Instrumental,Pampa,Tape,Luis Pereyra,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,3/19/1957,El Lengue,Tango,Instrumental,Pampa,Tape,Edgardo Donato,,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,3/19/1957,Rosa De Fuego,Tango,Alberto Aguirre,Pampa,Tape,Manuel Jovés,Antonio Viergol,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/8/1957,Levantate Y Andá,Tango,Oscar Peralta,Pampa,Tape,Osvaldo Donato,Alberto Maraviglia,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,8/8/1957,Y Te Fuiste A Buenos Aires,Tango,Alberto Aguirre,Pampa,Tape,Emilio Brameri,Lito Bayardo,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/1/1961,A Media Luz,Tango,Andrès Galarce,Victor,Tape,Edgardo Donato,Carlos Lenzi,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/1/1961,El Huracán,Tango,Andrès Galarce,Victor,Tape,Osvaldo Donato; Edgardo Donato,Nolo López,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/1/1961,Se Va La Vida,Tango,Andrès Galarce,Victor,Tape,Edgardo Donato; Roberto Zerrillo,Luis Mario,,44-61 / Post breakup ,,,,
Edgardo Donato,Edgardo Donato y su Orquesta Típica,11/1/1961,T.B.C.,Tango,Andrès Galarce,Victor,Tape,Ascanio Donato ,Roberto Fontaina; Víctor Soliño,,44-61 / Post breakup ,,,,
